region,MM,PDR,color
chr1-46769082-46770280,0.0682449,0.202532,red
chr1-46804849-46806047,0.32928,0.282378,red
chr1-46858937-46860135,0.288833,0.470199,red
chr1-46971669-46972867,0.823974,0.514436,red
chr1-47016689-47017887,0.784438,0.629108,red
chr1-47069688-47070886,0.235616,0.187063,green
chr1-47080607-47081805,0.379872,0.447917,red
chr1-47133928-47135126,0.120361,0.272727,red
chr1-47184538-47185736,0.0143452,0.0561122,red
chr1-47263718-47264916,0.289186,0.543478,red
chr1-47488240-47489438,0.440646,0.499165,red
chr1-47602127-47603325,0.757909,0.6875,red
chr1-47655529-47656727,0.431442,0.442857,red
chr1-47695245-47696443,0.18443,0.532872,blue
chr1-47779614-47780812,0.16284,0.258398,red
chr1-47798469-47799667,0.170334,0.284768,red
chr1-47880744-47881942,0.428846,0.75641,red
chr1-47900689-47901887,0.751256,0.595041,red
chr1-48462369-48463567,0.0351257,0.219684,red
chr1-48687359-48688557,0.848735,0.291391,green
chr1-48937647-48938845,0.138133,0.187123,red
chr1-49242392-49243590,0.0519102,0.216724,red
chr1-50489387-50490585,0.175791,0.439416,red
chr1-50570964-50572162,0.836117,0.481481,red
chr1-50888974-50890172,0.0568433,0.273474,red
chr1-51425417-51426615,0.0106155,0.102526,red
chr1-51425737-51426935,0.218125,0.222524,red
chr1-51700943-51702141,0.0261248,0.0528053,red
chr1-51810590-51811788,0.290205,0.499109,red
chr1-51984802-51986000,0.139489,0.163717,red
chr1-52081764-52082962,0.356894,0.167235,green
chr1-52344279-52345477,0.0883486,0.187339,red
chr1-52456238-52457436,0.269283,0.43722,red
chr1-52499290-52500488,0.147656,0.115226,green
chr1-52520797-52521995,0.0083724,0.0477855,red
chr1-52521645-52522843,0.00570108,0.0552147,red
chr1-52607046-52608244,0.0101551,0.10119,red
chr1-52831667-52832865,0.181144,0.363254,red
chr1-52869236-52870434,0.00696311,0.0470183,red
chr1-52869933-52871131,0.0101304,0.0566802,red
chr1-53018456-53019654,0.0149768,0.108466,red
chr1-53067044-53068242,0.118442,0.330254,red
chr1-53098016-53099214,0.201934,0.478032,red
chr1-53163840-53165038,0.150922,0.183288,red
chr1-53191181-53192379,0.245276,0.397917,red
chr1-53307408-53308606,0.127759,0.428571,blue
chr1-53387241-53388439,0.245631,0.238351,red
chr1-53391901-53393099,0.454015,0.350181,red
chr1-53526885-53528083,0.172498,0.354067,red
chr1-53608051-53609249,0.855925,0.43787,red
chr1-53661101-53662299,0.493816,0.398649,red
chr1-53686091-53687289,0.155117,0.0679348,green
chr1-53704084-53705282,0.185517,0.258493,red
chr1-53793488-53794686,0.181464,0.340157,red
chr1-53924072-53925270,0.900159,0.392857,red
chr1-54199679-54200877,0.574419,0.492013,red
chr1-54355255-54356453,0.0506238,0.0878788,red
chr1-54358860-54360058,0.76841,0.528785,red
chr1-54411404-54412602,0.00893183,0.123028,red
chr1-54483605-54484803,0.647887,0.547009,red
chr1-54518274-54519472,0.036115,0.0449331,red
chr1-54518913-54520111,0.0348149,0.104275,red
chr1-54619245-54620443,0.469764,0.541139,red
chr1-54664840-54666038,0.0651327,0.166047,red
chr1-54702710-54703908,0.912092,0.388017,red
chr1-54871894-54873092,0.00584703,0.0955056,red
chr1-55012901-55014099,0.358295,0.471616,red
chr1-55089031-55090229,0.719919,0.533557,red
chr1-55229989-55231187,0.114686,0.182663,red
chr1-55270775-55271973,0.788331,0.661597,red
chr1-55352693-55353891,0.0556594,0.187402,red
chr1-55445465-55446663,0.263069,0.474328,red
chr1-55463606-55464804,0.771209,0.512415,red
chr1-55504221-55505419,0.20488,0.334225,red
chr1-55680588-55681786,0.0158965,0.157767,red
chr1-57045043-57046241,0.0841003,0.21097,red
chr1-57109995-57111193,0.0590027,0.255132,red
chr1-57284846-57286044,0.56182,0.439024,red
chr1-57889531-57890729,0.0400802,0.223958,red
chr1-59012274-59013472,0.099834,0.0619469,green
chr1-59042968-59044166,0.180313,0.443709,red
chr1-59165566-59166764,0.380574,0.290265,red
chr1-59249587-59250785,0.0103963,0.05685,red
chr1-59761653-59762851,0.0527107,0.141176,red
chr1-60279533-60280731,0.289598,0.537906,red
chr1-60392264-60393462,0.202486,0.154221,green
chr1-61546534-61547732,0.0313498,0.0719794,red
chr1-62190897-62192095,0.259595,0.0857143,green
chr1-62207149-62208347,0.18025,0.270983,red
chr1-62659503-62660701,0.466548,0.541667,red
chr1-62784887-62786085,0.435395,0.321159,red
chr1-62901326-62902524,0.0166159,0.112009,red
chr1-63153755-63154953,0.0100887,0.0888158,red
chr1-63248806-63250004,0.163625,0.188525,red
chr1-63787730-63788928,0.0556938,0.321145,blue
chr1-63832261-63833459,0.124069,0.267327,red
chr1-63988061-63989259,0.00796641,0.0377166,red
chr1-63988667-63989865,0.00872499,0.05,red
chr1-64087764-64088962,0.852738,0.387097,red
chr1-64238714-64239912,0.0721809,0.117021,red
chr1-64668490-64669688,0.905772,0.410509,red
chr1-64935475-64936673,0.0110915,0.115332,red
chr1-65209778-65210976,0.0193947,0.13354,red
chr1-65431989-65433187,0.131599,0.3,red
chr1-65612513-65613711,0.0511226,0.270358,red
chr1-65774228-65775426,0.227319,0.4,red
chr1-65885270-65886468,0.00996764,0.0835962,red
chr1-65885335-65886533,0.00800971,0.0793413,red
chr1-66257197-66258395,0.204207,0.490598,blue
chr1-66998965-67000163,0.212278,0.273826,red
chr1-67217143-67218341,0.20009,0.389776,red
chr1-67266741-67267939,0.857757,0.42268,red
chr1-67389642-67390840,0.0874967,0.213714,red
chr1-67390372-67391570,0.0227505,0.0928074,red
chr1-67519584-67520782,0.0390909,0.074,red
chr1-67772047-67773245,0.26781,0.37051,red
chr1-67895871-67897069,0.0383373,0.0554974,red
chr1-68149744-68150942,0.0435618,0.151316,red
chr1-68298952-68300150,0.190878,0.41847,red
chr1-68517116-68518314,0.599091,0.376437,green
chr1-68698030-68699228,0.0409277,0.0993789,red
chr1-68962599-68963797,0.0388284,0.104348,red
chr1-70224858-70226056,0.873054,0.383333,red
chr1-70670407-70671605,0.00563491,0.0531108,red
chr1-70671105-70672303,0.00845032,0.0533981,red
chr1-70819519-70820717,0.012959,0.0613497,red
chr1-70820207-70821405,0.124697,0.152709,red
chr1-70875955-70877153,0.00691916,0.0398551,red
chr1-71513273-71514471,0.0989362,0.268007,red
chr1-71546782-71547980,0.255121,0.121212,green
chr1-72748219-72749417,0.0289921,0.128571,red
chr1-74662919-74664117,0.144213,0.112987,green
chr1-74662926-74664124,0.144213,0.112987,green
chr1-74662947-74664145,0.136764,0.112987,green
chr1-74663673-74664871,0.0122224,0.0545455,red
chr1-74978100-74979298,0.583593,0.696774,red
chr1-75197840-75199038,0.0081448,0.0223285,red
chr1-75198894-75200092,0.0582139,0.0225225,green
chr1-75593119-75594317,0.22633,0.505576,red
chr1-76189465-76190663,0.03135,0.132267,red
chr1-76250886-76252084,0.261168,0.150613,green
chr1-76261567-76262765,0.772512,0.506667,red
chr1-76397918-76399116,0.868916,0.426471,red
chr1-76539404-76540602,0.149837,0.225296,red
chr1-77332126-77333324,0.19158,0.376923,red
chr1-77684913-77686111,0.00620091,0.0384615,red
chr1-77746736-77747934,0.145033,0.361111,red
chr1-78148145-78149343,0.00794215,0.0942249,red
chr1-78225339-78226537,0.229529,0.128686,green
chr1-78244309-78245507,0.421746,0.121681,green
chr1-78353313-78354511,0.273383,0.251451,red
chr1-78444572-78445770,0.00715394,0.0720339,red
chr1-78469538-78470736,0.0307817,0.0542169,red
chr1-78510586-78511784,0.389047,0.487384,red
chr1-78955757-78956955,0.184864,0.305361,red
chr1-79085088-79086286,0.267751,0.473684,red
chr1-79472205-79473403,0.457447,0.685897,red
chr1-82265082-82266280,0.0734341,0.186441,red
chr1-84464617-84465815,0.0608686,0.231206,red
chr1-84608954-84610152,0.864341,0.334601,red
chr1-84863215-84864413,0.864121,0.41048,red
chr1-84943950-84945148,0.257362,0.184713,green
chr1-84972050-84973248,0.128379,0.184211,red
chr1-85039949-85041147,0.155546,0.176339,red
chr1-85156030-85157228,0.0813953,0.171795,red
chr1-85331644-85332842,0.888709,0.43299,red
chr1-85462425-85463623,0.0116334,0.0998573,red
chr1-85513931-85515129,0.0337176,0.178022,red
chr1-85527004-85528202,0.303399,0.225296,green
chr1-85666531-85667729,0.00861057,0.132939,blue
chr1-85725127-85726325,0.135082,0.155136,red
chr1-85742575-85743773,0.604754,0.218659,green
chr1-85930625-85931823,0.0438995,0.195789,red
chr1-86045444-86046642,0.0509149,0.221154,red
chr1-86173903-86175101,0.223224,0.112867,green
chr1-86622248-86623446,0.22011,0.321508,red
chr1-86861747-86862945,0.0713492,0.0911901,green
chr1-87011761-87012959,0.662264,0.243478,green
chr1-87169578-87170776,0.015163,0.0894072,red
chr1-87379357-87380555,0.00529631,0.0443828,red
chr1-87379850-87381048,0.00785449,0.0639269,red
chr1-87793151-87794349,0.0727418,0.133843,red
chr1-89148905-89150103,0.0243651,0.140649,red
chr1-89357103-89358301,0.13528,0.215969,red
chr1-89458406-89459604,0.0862988,0.185374,red
chr1-89458445-89459643,0.0953752,0.192661,red
chr1-89591599-89592797,0.483289,0.358025,red
chr1-89664417-89665615,0.157491,0.12406,green
chr1-89738346-89739544,0.811641,0.221519,green
chr1-89989462-89990660,0.0435575,0.214756,red
chr1-90097631-90098829,0.0497811,0.215247,red
chr1-90285591-90286789,0.0883025,0.210904,red
chr1-90459674-90460872,0.229154,0.185044,green
chr1-91182596-91183794,0.193485,0.644217,blue
chr1-91486832-91488030,0.00666667,0.0625,red
chr1-91870228-91871426,0.13293,0.28125,red
chr1-91965665-91966863,0.0470421,0.0652529,green
chr1-92351589-92352787,0.119706,0.259968,red
chr1-92413928-92415126,0.743264,0.579085,red
chr1-92494539-92495737,0.283164,0.351485,red
chr1-92544893-92546091,0.214333,0.177835,green
chr1-92763522-92764720,0.0219186,0.0663616,red
chr1-92764335-92765533,0.0374651,0.0725953,red
chr1-92949313-92950511,0.0198493,0.138918,red
chr1-93296582-93297780,0.216165,0.0868167,green
chr1-93426859-93428057,0.00690215,0.0873181,red
chr1-93543795-93544993,0.0194226,0.0618557,red
chr1-93646087-93647285,0.0956446,0.207723,red
chr1-93810445-93811643,0.0165127,0.0608519,red
chr1-93912688-93913886,0.0352972,0.16,red
chr1-94312508-94313706,0.00382108,0.0540984,red
chr1-94344564-94345762,0.10094,0.158585,red
chr1-94374768-94375966,0.058919,0.259202,red
chr1-94586490-94587688,0.834131,0.484919,red
chr1-94702923-94704121,0.110209,0.370826,red
chr1-94883011-94884209,0.0453595,0.139932,red
chr1-95007158-95008356,0.0191737,0.116402,red
chr1-95284906-95286104,0.19059,0.461279,blue
chr1-95392636-95393834,0.214412,0.37621,red
chr1-95538303-95539501,0.0411813,0.0383333,green
chr1-95581894-95583092,0.0612703,0.0675676,green
chr1-95582479-95583677,0.00969613,0.09375,red
chr1-95698711-95699909,0.0805007,0.182759,red
chr1-97186378-97187576,0.0975821,0.139583,red
chr1-98386381-98387579,0.0428936,0.110487,red
chr1-99126279-99127477,0.0754393,0.207661,red
chr1-99470251-99471449,0.0924516,0.37234,blue
chr1-99728509-99729707,0.766837,0.372881,green
chr1-100110499-100111697,0.353464,0.28125,red
chr1-100231151-100232349,0.446751,0.255418,green
chr1-100315045-100316243,0.0788526,0.204942,red
chr1-100434345-100435543,0.0655938,0.101911,red
chr1-100502653-100503851,0.0133806,0.0659091,red
chr1-100597719-100598917,0.0154303,0.0771028,red
chr1-100598313-100599511,0.0833051,0.225427,red
chr1-100643573-100644771,0.7441,0.923077,red
chr1-100715192-100716390,0.0147874,0.03125,red
chr1-100730805-100732003,0.037,0.0509165,red
chr1-100817047-100818245,0.00432056,0.0445765,red
chr1-101184316-101185514,0.363215,0.326389,red
chr1-101360632-101361830,0.00385372,0.0352748,red
chr1-101361356-101362554,0.00478036,0.0279543,red
chr1-101491130-101492328,0.069257,0.118022,red
chr1-101701444-101702642,0.0163619,0.100291,red
chr1-102462388-102463586,0.176331,0.476543,blue
chr1-103573849-103575047,0.265208,0.424242,red
chr1-104067321-104068519,0.102273,0.0566802,green
chr1-104158999-104160197,0.830246,0.426056,red
chr1-104197377-104198575,0.8051,0.621951,red
chr1-104238714-104239912,0.902439,0.362637,red
chr1-107598301-107599499,0.380668,0.325,red
chr1-107682442-107683640,0.0294693,0.15331,red
chr1-108507568-108508766,0.0119116,0.0797101,red
chr1-108742782-108743980,0.0254042,0.0765217,red
chr1-108786491-108787689,0.842657,0.352941,red
chr1-108917421-108918619,0.904826,0.282486,red
chr1-109203950-109205148,0.220865,0.38051,red
chr1-109233945-109235143,0.0241185,0.0452756,red
chr1-109254279-109255477,0.713351,0.603774,red
chr1-109288310-109289508,0.0529312,0.153846,red
chr1-109505913-109507111,0.113082,0.327303,red
chr1-109584410-109585608,0.131179,0.29375,red
chr1-109618426-109619624,0.314045,0.162791,green
chr1-109631425-109632623,0.774653,0.459971,red
chr1-109655623-109656821,0.0830111,0.339181,blue
chr1-109755540-109756738,0.289804,0.303571,red
chr1-109791641-109792839,0.0463771,0.270393,blue
chr1-109825592-109826790,0.0483196,0.0909091,red
chr1-109849465-109850663,0.596172,0.621818,red
chr1-109940375-109941573,0.121272,0.298269,red
chr1-109968775-109969973,0.00866082,0.056872,red
chr1-110008250-110009448,0.205897,0.512,blue
chr1-110035736-110036934,0.123591,0.260784,red
chr1-110052106-110053304,0.0156229,0.131646,red
chr1-110081494-110082692,0.753566,0.745098,red
chr1-110090233-110091431,0.0253657,0.0589023,red
chr1-110155481-110156679,0.648813,0.875,red
chr1-110162276-110163474,0.004669,0.037325,red
chr1-110197703-110198901,0.198652,0.290766,red
chr1-110209688-110210886,0.193985,0.268692,red
chr1-110229442-110230640,0.199791,0.345794,red
chr1-110253877-110255075,0.562444,0.588889,red
chr1-110284186-110285384,0.872222,0.421053,red
chr1-110306451-110307649,0.814261,0.388889,red
chr1-110452255-110453453,0.152756,0.09375,green
chr1-110526308-110527506,0.104916,0.117117,green
chr1-110576238-110577436,0.175088,0.0740741,green
chr1-110613124-110614322,0.247416,0.317073,red
chr1-110654062-110655260,0.785714,0.517857,red
chr1-110692108-110693306,0.182709,0.35,red
chr1-110753095-110754293,0.0119383,0.106742,red
chr1-110880128-110881326,0.00702403,0.0541935,red
chr1-110933506-110934704,0.645726,0.606557,red
chr1-110950366-110951564,0.152763,0.21885,red
chr1-110992822-110994020,0.654558,0.612121,red
chr1-111061599-111062797,0.702259,0.386667,green
chr1-111149853-111151051,0.102104,0.389696,blue
chr1-111217457-111218655,0.198078,0.509434,blue
chr1-111414776-111415974,0.521603,0.525,red
chr1-111506503-111507701,0.139241,0.291667,red
chr1-111681249-111682447,0.236755,0.120721,green
chr1-111682464-111683662,0.00373624,0.0469361,red
chr1-111742393-111743591,0.520441,0.365079,red
chr1-111743113-111744311,0.545145,0.377778,red
chr1-111832538-111833736,0.724855,0.384615,green
chr1-111887910-111889108,0.166705,0.242545,red
chr1-111990558-111991756,0.0449791,0.0777385,red
chr1-111991800-111992998,0.0185794,0.04414,red
chr1-112015414-112016612,0.749088,0.435746,red
chr1-112045912-112047110,0.719096,0.698413,red
chr1-112161405-112162603,0.298443,0.38574,red
chr1-112281848-112283046,0.0107447,0.0846501,red
chr1-112296927-112298125,0.0657426,0.0590717,green
chr1-112531579-112532777,0.020327,0.202279,blue
chr1-112937803-112939001,0.0437337,0.0570866,green
chr1-113050400-113051598,0.0385198,0.231415,red
chr1-113160795-113161993,0.00646885,0.0439845,red
chr1-113161842-113163040,0.00438181,0.0369128,red
chr1-113216043-113217241,0.117953,0.0771277,green
chr1-113249551-113250749,0.0731765,0.221739,red
chr1-113257901-113259099,0.00535844,0.0439394,red
chr1-113498487-113499685,0.0153377,0.0948167,red
chr1-113614831-113616029,0.0610433,0.0351562,green
chr1-113932581-113933779,0.00990099,0.106021,red
chr1-114301900-114303098,0.139941,0.15,green
chr1-114354900-114356098,0.240897,0.3375,red
chr1-114446763-114447961,0.00949244,0.0703934,red
chr1-114447422-114448620,0.017626,0.0917031,red
chr1-114471332-114472530,0.0117038,0.0779037,red
chr1-114521065-114522263,0.487819,0.57971,red
chr1-114695341-114696539,0.0505901,0.316748,blue
chr1-115053583-115054781,0.00908456,0.099711,red
chr1-115124062-115125260,0.20624,0.230458,red
chr1-115212458-115213656,0.0158134,0.0846824,red
chr1-115238009-115239207,0.789686,0.475336,red
chr1-115259317-115260515,0.104051,0.0737101,green
chr1-115292613-115293811,0.609598,0.6,red
chr1-115323108-115324306,0.211793,0.303333,red
chr1-115396424-115397622,0.699673,0.540113,red
chr1-115631887-115633085,0.040182,0.18797,red
chr1-115880659-115881857,0.20327,0.451477,red
chr1-116183574-116184772,0.0825533,0.227273,red
chr1-116311204-116312402,0.782995,0.457447,red
chr1-116518119-116519317,0.103643,0.139535,red
chr1-116653376-116654574,0.441509,0.503356,red
chr1-116915489-116916687,0.00726057,0.112186,red
chr1-117113463-117114661,0.0477608,0.137255,red
chr1-117210116-117211314,0.33041,0.287523,red
chr1-117296007-117297205,0.504119,0.507042,red
chr1-117451679-117452877,0.196494,0.324288,red
chr1-117543382-117544580,0.673831,0.470588,red
chr1-117601925-117603123,0.00498409,0.045929,red
chr1-117664152-117665350,0.11,0.337278,red
chr1-117753358-117754556,0.561095,0.494382,red
chr1-117909071-117910269,0.00669034,0.0710306,red
chr1-118147556-118148754,0.0497136,0.0520984,green
chr1-118471391-118472589,0.00621572,0.0468085,red
chr1-118472055-118473253,0.0101218,0.0603448,red
chr1-118727648-118728846,0.216851,0.40668,red
chr1-119531981-119533179,0.374569,0.614762,red
chr1-119683096-119684294,0.23452,0.2944,red
chr1-119910461-119911659,0.703826,0.648305,red
chr1-120190198-120191396,0.0254128,0.122685,red
chr1-120253510-120254708,0.134536,0.103542,green
chr1-120311319-120312517,0.558854,0.472325,red
chr1-120354005-120355203,0.768964,0.395973,red
chr1-120438920-120440118,0.762164,0.615385,red
chr1-120612042-120613240,0.011909,0.119601,red
chr1-120838005-120839203,0.00708635,0.0696095,red
chr1-143767683-143768881,0.879252,0.557333,red
chr1-143912945-143914143,0.00473653,0.0448179,red
chr1-144145812-144147010,0.95,0.266667,red
chr1-144810748-144811946,0.755584,0.460894,red
chr1-144994824-144996022,0.807621,0.652514,red
chr1-145437469-145438667,0.0347124,0.037234,red
chr1-145470189-145471387,0.0408275,0.0393701,green
chr1-145476085-145477283,0.00932273,0.0302115,red
chr1-145506598-145507796,0.114222,0.152589,red
chr1-145515252-145516450,0.0271989,0.126374,red
chr1-145523891-145525089,0.796403,0.301075,green
chr1-145574989-145576187,0.00541079,0.0530303,red
chr1-145589241-145590439,0.113935,0.261905,red
chr1-145610036-145611234,0.014152,0.0534759,red
chr1-145610686-145611884,0.0159929,0.0703125,red
chr1-145706663-145707861,0.877788,0.545455,red
chr1-145742263-145743461,0.882845,0.316456,red
chr1-145826875-145828073,0.22591,0.12731,green
chr1-146373056-146374254,0.00362319,0.0487805,red
chr1-146643925-146645123,0.0455286,0.138624,red
chr1-146697032-146698230,0.0508966,0.0638298,green
chr1-146713334-146714532,0.0736,0.192229,red
chr1-147012182-147013380,0.108871,0.355556,red
chr1-147142420-147143618,0.116927,0.17847,red
chr1-147245286-147246484,0.706239,0.471698,red
chr1-147373946-147375144,0.844464,0.514151,red
chr1-147399506-147400704,0.166667,0.127479,green
chr1-147955221-147956419,0.912088,0.363636,red
chr1-148346853-148348051,0.880672,0.510769,red
chr1-148559843-148561041,0.811176,0.519337,red
chr1-149400344-149401542,0.0881215,0.15736,red
chr1-149783730-149784928,0.0150583,0.0485437,red
chr1-149785038-149786236,0.0753012,0.0843882,green
chr1-149814280-149815478,0.0275669,0.0791139,red
chr1-149821643-149822841,0.00190658,0.0227273,red
chr1-149857525-149858723,0.0125245,0.0467687,red
chr1-149858034-149859232,0.0105695,0.0544783,red
chr1-149858440-149859638,0.0105271,0.0557769,red
chr1-149859268-149860466,0.0208197,0.0937808,red
chr1-149889236-149890434,0.15826,0.0961538,green
chr1-149900038-149901236,0.297659,0.0871795,green
chr1-149908593-149909791,0.270492,0.262376,red
chr1-149982427-149983625,0.0289639,0.0909091,red
chr1-150038369-150039567,0.0125484,0.0473485,red
