region	MM	PDR
chr1-53924072-53925270	0.900159	0.392857
chr1-54199679-54200877	0.574419	0.492013
chr1-54355255-54356453	0.0506238	0.0878788
chr1-54358860-54360058	0.76841	0.528785
chr1-54411404-54412602	0.00893183	0.123028
chr1-54483605-54484803	0.647887	0.547009
chr1-54518274-54519472	0.036115	0.0449331
chr1-54518913-54520111	0.0348149	0.104275
chr1-54619245-54620443	0.469764	0.541139
chr1-54664840-54666038	0.0651327	0.166047
chr1-54702710-54703908	0.912092	0.388017
chr1-54871894-54873092	0.00584703	0.0955056
chr1-55012901-55014099	0.358295	0.471616
chr1-55089031-55090229	0.719919	0.533557
chr1-55229989-55231187	0.114686	0.182663
chr1-55270775-55271973	0.788331	0.661597
chr1-55352693-55353891	0.0556594	0.187402
chr1-55445465-55446663	0.263069	0.474328
chr1-55463606-55464804	0.771209	0.512415
chr1-55504221-55505419	0.20488	0.334225
chr1-55680588-55681786	0.0158965	0.157767
chr1-57045043-57046241	0.0841003	0.21097
chr1-57109995-57111193	0.0590027	0.255132
chr1-57284846-57286044	0.56182	0.439024
chr1-57889531-57890729	0.0400802	0.223958
chr1-59012274-59013472	0.099834	0.0619469
chr1-59042968-59044166	0.180313	0.443709
chr1-59165566-59166764	0.380574	0.290265
chr1-59249587-59250785	0.0103963	0.05685
chr1-59761653-59762851	0.0527107	0.141176
chr1-60279533-60280731	0.289598	0.537906
chr1-60392264-60393462	0.202486	0.154221
chr1-61546534-61547732	0.0313498	0.0719794
chr1-62190897-62192095	0.259595	0.0857143
chr1-62207149-62208347	0.18025	0.270983
chr1-62659503-62660701	0.466548	0.541667
chr1-62784887-62786085	0.435395	0.321159
chr1-62901326-62902524	0.0166159	0.112009
chr1-63153755-63154953	0.0100887	0.0888158
chr1-63248806-63250004	0.163625	0.188525
chr1-63787730-63788928	0.0556938	0.321145
chr1-63832261-63833459	0.124069	0.267327
chr1-63988061-63989259	0.00796641	0.0377166
chr1-63988667-63989865	0.00872499	0.05
chr1-64087764-64088962	0.852738	0.387097
chr1-64238714-64239912	0.0721809	0.117021
chr1-64668490-64669688	0.905772	0.410509
chr1-64935475-64936673	0.0110915	0.115332
chr1-65209778-65210976	0.0193947	0.13354
chr1-65431989-65433187	0.131599	0.3
chr1-65612513-65613711	0.0511226	0.270358
chr1-65774228-65775426	0.227319	0.4
chr1-65885270-65886468	0.00996764	0.0835962
chr1-65885335-65886533	0.00800971	0.0793413
chr1-66257197-66258395	0.204207	0.490598
chr1-66998965-67000163	0.212278	0.273826
chr1-67217143-67218341	0.20009	0.389776
chr1-67266741-67267939	0.857757	0.42268
chr1-67389642-67390840	0.0874967	0.213714
chr1-67390372-67391570	0.0227505	0.0928074
chr1-67519584-67520782	0.0390909	0.074
chr1-67772047-67773245	0.26781	0.37051
chr1-67895871-67897069	0.0383373	0.0554974
chr1-68149744-68150942	0.0435618	0.151316
chr1-68298952-68300150	0.190878	0.41847
chr1-68517116-68518314	0.599091	0.376437
chr1-68698030-68699228	0.0409277	0.0993789
chr1-68962599-68963797	0.0388284	0.104348
chr1-70224858-70226056	0.873054	0.383333
chr1-70670407-70671605	0.00563491	0.0531108
chr1-70671105-70672303	0.00845032	0.0533981
chr1-70819519-70820717	0.012959	0.0613497
chr1-70820207-70821405	0.124697	0.152709
chr1-70875955-70877153	0.00691916	0.0398551
chr1-71513273-71514471	0.0989362	0.268007
chr1-71546782-71547980	0.255121	0.121212
chr1-72748219-72749417	0.0289921	0.128571
chr1-74662919-74664117	0.144213	0.112987
chr1-74662926-74664124	0.144213	0.112987
chr1-74662947-74664145	0.136764	0.112987
chr1-74663673-74664871	0.0122224	0.0545455
chr1-74978100-74979298	0.583593	0.696774
chr1-75197840-75199038	0.0081448	0.0223285
chr1-75198894-75200092	0.0582139	0.0225225
chr1-75593119-75594317	0.22633	0.505576
chr1-76189465-76190663	0.03135	0.132267
chr1-76250886-76252084	0.261168	0.150613
chr1-76261567-76262765	0.772512	0.506667
chr1-76397918-76399116	0.868916	0.426471
chr1-76539404-76540602	0.149837	0.225296
chr1-77332126-77333324	0.19158	0.376923
chr1-77684913-77686111	0.00620091	0.0384615
chr1-77746736-77747934	0.145033	0.361111
chr1-78148145-78149343	0.00794215	0.0942249
chr1-78225339-78226537	0.229529	0.128686
chr1-78244309-78245507	0.421746	0.121681
chr1-78353313-78354511	0.273383	0.251451
chr1-78444572-78445770	0.00715394	0.0720339
chr1-78469538-78470736	0.0307817	0.0542169
chr1-78510586-78511784	0.389047	0.487384
chr1-78955757-78956955	0.184864	0.305361
chr1-79085088-79086286	0.267751	0.473684
chr1-79472205-79473403	0.457447	0.685897
chr1-82265082-82266280	0.0734341	0.186441
chr1-84464617-84465815	0.0608686	0.231206
chr1-84608954-84610152	0.864341	0.334601
chr1-84863215-84864413	0.864121	0.41048
chr1-84943950-84945148	0.257362	0.184713
chr1-84972050-84973248	0.128379	0.184211
chr1-85039949-85041147	0.155546	0.176339
chr1-85156030-85157228	0.0813953	0.171795
chr1-85331644-85332842	0.888709	0.43299
chr1-85462425-85463623	0.0116334	0.0998573
chr1-85513931-85515129	0.0337176	0.178022
chr1-85527004-85528202	0.303399	0.225296
chr1-85666531-85667729	0.00861057	0.132939
chr1-85725127-85726325	0.135082	0.155136
chr1-85742575-85743773	0.604754	0.218659
chr1-85930625-85931823	0.0438995	0.195789
chr1-86045444-86046642	0.0509149	0.221154
chr1-86173903-86175101	0.223224	0.112867
chr1-86622248-86623446	0.22011	0.321508
chr1-86861747-86862945	0.0713492	0.0911901
chr1-87011761-87012959	0.662264	0.243478
chr1-87169578-87170776	0.015163	0.0894072
chr1-87379357-87380555	0.00529631	0.0443828
chr1-87379850-87381048	0.00785449	0.0639269
chr1-87793151-87794349	0.0727418	0.133843
chr1-89148905-89150103	0.0243651	0.140649
chr1-89357103-89358301	0.13528	0.215969
chr1-89458406-89459604	0.0862988	0.185374
chr1-89458445-89459643	0.0953752	0.192661
chr1-89591599-89592797	0.483289	0.358025
chr1-89664417-89665615	0.157491	0.12406
chr1-89738346-89739544	0.811641	0.221519
chr1-89989462-89990660	0.0435575	0.214756
chr1-90097631-90098829	0.0497811	0.215247
chr1-90285591-90286789	0.0883025	0.210904
chr1-90459674-90460872	0.229154	0.185044
chr1-91182596-91183794	0.193485	0.644217
chr1-91486832-91488030	0.00666667	0.0625
chr1-91870228-91871426	0.13293	0.28125
chr1-91965665-91966863	0.0470421	0.0652529
chr1-92351589-92352787	0.119706	0.259968
chr1-92413928-92415126	0.743264	0.579085
chr1-92494539-92495737	0.283164	0.351485
chr1-92544893-92546091	0.214333	0.177835
chr1-92763522-92764720	0.0219186	0.0663616
chr1-92764335-92765533	0.0374651	0.0725953
chr1-92949313-92950511	0.0198493	0.138918
chr1-93296582-93297780	0.216165	0.0868167
chr1-93426859-93428057	0.00690215	0.0873181
chr1-93543795-93544993	0.0194226	0.0618557
chr1-93646087-93647285	0.0956446	0.207723
chr1-93810445-93811643	0.0165127	0.0608519
chr1-93912688-93913886	0.0352972	0.16
chr1-94312508-94313706	0.00382108	0.0540984
chr1-94344564-94345762	0.10094	0.158585
chr1-94374768-94375966	0.058919	0.259202
chr1-94586490-94587688	0.834131	0.484919
chr1-94702923-94704121	0.110209	0.370826
chr1-94883011-94884209	0.0453595	0.139932
chr1-95007158-95008356	0.0191737	0.116402
chr1-95284906-95286104	0.19059	0.461279
chr1-95392636-95393834	0.214412	0.37621
chr1-95538303-95539501	0.0411813	0.0383333
chr1-95581894-95583092	0.0612703	0.0675676
chr1-95582479-95583677	0.00969613	0.09375
chr1-95698711-95699909	0.0805007	0.182759
chr1-97186378-97187576	0.0975821	0.139583
chr1-98386381-98387579	0.0428936	0.110487
chr1-99126279-99127477	0.0754393	0.207661
chr1-99470251-99471449	0.0924516	0.37234
chr1-99728509-99729707	0.766837	0.372881
chr1-100110499-100111697	0.353464	0.28125
chr1-100231151-100232349	0.446751	0.255418
chr1-100315045-100316243	0.0788526	0.204942
chr1-100434345-100435543	0.0655938	0.101911
chr1-100502653-100503851	0.0133806	0.0659091
chr1-100597719-100598917	0.0154303	0.0771028
chr1-100598313-100599511	0.0833051	0.225427
chr1-100643573-100644771	0.7441	0.923077
chr1-100715192-100716390	0.0147874	0.03125
chr1-100730805-100732003	0.037	0.0509165
chr1-100817047-100818245	0.00432056	0.0445765
chr1-101184316-101185514	0.363215	0.326389
chr1-101360632-101361830	0.00385372	0.0352748
chr1-101361356-101362554	0.00478036	0.0279543
chr1-101491130-101492328	0.069257	0.118022
chr1-101701444-101702642	0.0163619	0.100291
chr1-102462388-102463586	0.176331	0.476543
chr1-103573849-103575047	0.265208	0.424242
chr1-104067321-104068519	0.102273	0.0566802
chr1-104158999-104160197	0.830246	0.426056
chr1-104197377-104198575	0.8051	0.621951
chr1-104238714-104239912	0.902439	0.362637
chr1-107598301-107599499	0.380668	0.325
chr1-107682442-107683640	0.0294693	0.15331
chr1-108507568-108508766	0.0119116	0.0797101
chr1-108742782-108743980	0.0254042	0.0765217
chr1-108786491-108787689	0.842657	0.352941
chr1-108917421-108918619	0.904826	0.282486
chr1-109203950-109205148	0.220865	0.38051
chr1-109233945-109235143	0.0241185	0.0452756
chr1-109254279-109255477	0.713351	0.603774
chr1-109288310-109289508	0.0529312	0.153846
chr1-109505913-109507111	0.113082	0.327303
chr1-109584410-109585608	0.131179	0.29375
chr1-109618426-109619624	0.314045	0.162791
chr1-109631425-109632623	0.774653	0.459971
chr1-109655623-109656821	0.0830111	0.339181
chr1-109755540-109756738	0.289804	0.303571
chr1-109791641-109792839	0.0463771	0.270393
chr1-109825592-109826790	0.0483196	0.0909091
chr1-109849465-109850663	0.596172	0.621818
chr1-109940375-109941573	0.121272	0.298269
chr1-109968775-109969973	0.00866082	0.056872
chr1-110008250-110009448	0.205897	0.512
chr1-110035736-110036934	0.123591	0.260784
chr1-110052106-110053304	0.0156229	0.131646
chr1-110081494-110082692	0.753566	0.745098
chr1-110090233-110091431	0.0253657	0.0589023
chr1-110155481-110156679	0.648813	0.875
chr1-110162276-110163474	0.004669	0.037325
chr1-110197703-110198901	0.198652	0.290766
chr1-110209688-110210886	0.193985	0.268692
chr1-110229442-110230640	0.199791	0.345794
chr1-110253877-110255075	0.562444	0.588889
chr1-110284186-110285384	0.872222	0.421053
chr1-110306451-110307649	0.814261	0.388889
chr1-110452255-110453453	0.152756	0.09375
chr1-110526308-110527506	0.104916	0.117117
chr1-110576238-110577436	0.175088	0.0740741
chr1-110613124-110614322	0.247416	0.317073
chr1-110654062-110655260	0.785714	0.517857
chr1-110692108-110693306	0.182709	0.35
chr1-110753095-110754293	0.0119383	0.106742
chr1-110880128-110881326	0.00702403	0.0541935
chr1-110933506-110934704	0.645726	0.606557
chr1-110950366-110951564	0.152763	0.21885
chr1-110992822-110994020	0.654558	0.612121
chr1-111061599-111062797	0.702259	0.386667
chr1-111149853-111151051	0.102104	0.389696
chr1-111217457-111218655	0.198078	0.509434
chr1-111414776-111415974	0.521603	0.525
chr1-111506503-111507701	0.139241	0.291667
chr1-111681249-111682447	0.236755	0.120721
chr1-111682464-111683662	0.00373624	0.0469361
chr1-111742393-111743591	0.520441	0.365079
chr1-111743113-111744311	0.545145	0.377778
chr1-111832538-111833736	0.724855	0.384615
chr1-111887910-111889108	0.166705	0.242545
chr1-111990558-111991756	0.0449791	0.0777385
chr1-111991800-111992998	0.0185794	0.04414
chr1-112015414-112016612	0.749088	0.435746
chr1-112045912-112047110	0.719096	0.698413
chr1-112161405-112162603	0.298443	0.38574
chr1-112281848-112283046	0.0107447	0.0846501
chr1-112296927-112298125	0.0657426	0.0590717
chr1-112531579-112532777	0.020327	0.202279
chr1-112937803-112939001	0.0437337	0.0570866
chr1-113050400-113051598	0.0385198	0.231415
chr1-113160795-113161993	0.00646885	0.0439845
chr1-113161842-113163040	0.00438181	0.0369128
chr1-113216043-113217241	0.117953	0.0771277
chr1-113249551-113250749	0.0731765	0.221739
chr1-113257901-113259099	0.00535844	0.0439394
chr1-113498487-113499685	0.0153377	0.0948167
chr1-113614831-113616029	0.0610433	0.0351562
chr1-113932581-113933779	0.00990099	0.106021
chr1-114301900-114303098	0.139941	0.15
chr1-114354900-114356098	0.240897	0.3375
chr1-114446763-114447961	0.00949244	0.0703934
chr1-114447422-114448620	0.017626	0.0917031
chr1-114471332-114472530	0.0117038	0.0779037
chr1-114521065-114522263	0.487819	0.57971
chr1-114695341-114696539	0.0505901	0.316748
chr1-115053583-115054781	0.00908456	0.099711
chr1-115124062-115125260	0.20624	0.230458
chr1-115212458-115213656	0.0158134	0.0846824
chr1-115238009-115239207	0.789686	0.475336
chr1-115259317-115260515	0.104051	0.0737101
chr1-115292613-115293811	0.609598	0.6
chr1-115323108-115324306	0.211793	0.303333
chr1-115396424-115397622	0.699673	0.540113
chr1-115631887-115633085	0.040182	0.18797
chr1-115880659-115881857	0.20327	0.451477
chr1-116183574-116184772	0.0825533	0.227273
chr1-116311204-116312402	0.782995	0.457447
chr1-116518119-116519317	0.103643	0.139535
chr1-116653376-116654574	0.441509	0.503356
chr1-116915489-116916687	0.00726057	0.112186
chr1-117113463-117114661	0.0477608	0.137255
chr1-117210116-117211314	0.33041	0.287523
chr1-117296007-117297205	0.504119	0.507042
chr1-117451679-117452877	0.196494	0.324288
chr1-117543382-117544580	0.673831	0.470588
chr1-117601925-117603123	0.00498409	0.045929
chr1-117664152-117665350	0.11	0.337278
chr1-117753358-117754556	0.561095	0.494382
chr1-117909071-117910269	0.00669034	0.0710306
chr1-118147556-118148754	0.0497136	0.0520984
chr1-118471391-118472589	0.00621572	0.0468085
chr1-118472055-118473253	0.0101218	0.0603448
chr1-118727648-118728846	0.216851	0.40668
chr1-119531981-119533179	0.374569	0.614762
chr1-119683096-119684294	0.23452	0.2944
chr1-119910461-119911659	0.703826	0.648305
chr1-120190198-120191396	0.0254128	0.122685
chr1-120253510-120254708	0.134536	0.103542
chr1-120311319-120312517	0.558854	0.472325
chr1-120354005-120355203	0.768964	0.395973
chr1-120438920-120440118	0.762164	0.615385
chr1-120612042-120613240	0.011909	0.119601
chr1-120838005-120839203	0.00708635	0.0696095
chr1-143767683-143768881	0.879252	0.557333
chr1-143912945-143914143	0.00473653	0.0448179
chr1-144145812-144147010	0.95	0.266667
chr1-144810748-144811946	0.755584	0.460894
chr1-144994824-144996022	0.807621	0.652514
chr1-145437469-145438667	0.0347124	0.037234
chr1-145470189-145471387	0.0408275	0.0393701
chr1-145476085-145477283	0.00932273	0.0302115
chr1-145506598-145507796	0.114222	0.152589
chr1-145515252-145516450	0.0271989	0.126374
chr1-145523891-145525089	0.796403	0.301075
chr1-145574989-145576187	0.00541079	0.0530303
chr1-145589241-145590439	0.113935	0.261905
chr1-145610036-145611234	0.014152	0.0534759
chr1-145610686-145611884	0.0159929	0.0703125
chr1-145706663-145707861	0.877788	0.545455
chr1-145742263-145743461	0.882845	0.316456
chr1-145826875-145828073	0.22591	0.12731
chr1-146373056-146374254	0.00362319	0.0487805
chr1-146643925-146645123	0.0455286	0.138624
chr1-146697032-146698230	0.0508966	0.0638298
chr1-146713334-146714532	0.0736	0.192229
chr1-147012182-147013380	0.108871	0.355556
chr1-147142420-147143618	0.116927	0.17847
chr1-147245286-147246484	0.706239	0.471698
chr1-147373946-147375144	0.844464	0.514151
chr1-147399506-147400704	0.166667	0.127479
chr1-147955221-147956419	0.912088	0.363636
chr1-148346853-148348051	0.880672	0.510769
chr1-148559843-148561041	0.811176	0.519337
chr1-149400344-149401542	0.0881215	0.15736
chr1-149783730-149784928	0.0150583	0.0485437
chr1-149785038-149786236	0.0753012	0.0843882
chr1-149814280-149815478	0.0275669	0.0791139
chr1-149821643-149822841	0.00190658	0.0227273
chr1-149857525-149858723	0.0125245	0.0467687
chr1-149858034-149859232	0.0105695	0.0544783
chr1-149858440-149859638	0.0105271	0.0557769
chr1-149859268-149860466	0.0208197	0.0937808
chr1-149889236-149890434	0.15826	0.0961538
chr1-149900038-149901236	0.297659	0.0871795
chr1-149908593-149909791	0.270492	0.262376
chr1-149982427-149983625	0.0289639	0.0909091
chr1-150038369-150039567	0.0125484	0.0473485
chr1-150121170-150122368	0.0239764	0.133829
chr1-150208306-150209504	0.129963	0.207547
chr1-150228554-150229752	0.265086	0.601942
chr1-150239600-150240798	0.291166	0.286219
chr1-150241201-150242399	0.205899	0.244361
chr1-150254229-150255427	0.0597037	0.154856
chr1-150265340-150266538	0.283719	0.241327
chr1-150292925-150294123	0.358202	0.326113
chr1-150336187-150337385	0.00500963	0.04125
chr1-150458893-150460091	0.245775	0.115677
chr1-150479552-150480750	0.753559	0.547619
chr1-150520898-150522096	0.0181328	0.117202
chr1-150551868-150553066	0.33217	0.284861
chr1-150601854-150603052	0.148967	0.297475
chr1-150669302-150670500	0.0471763	0.022082
chr1-150693154-150694352	0.94507	0.327913
chr1-150738235-150739433	0.868016	0.102564
chr1-150780601-150781799	0.687201	0.523077
chr1-150849046-150850244	0.298757	0.298456
chr1-150897815-150899013	0.293959	0.256452
chr1-150947242-150948440	0.359646	0.527687
chr1-150953493-150954691	0.670614	0.5
chr1-150979953-150981151	0.120561	0.14862
chr1-150980653-150981851	0.0117165	0.0577181
chr1-151008046-151009244	0.629845	0.626374
chr1-151019216-151020414	0.432026	0.3125
chr1-151029234-151030432	0.534273	0.621711
chr1-151042080-151043278	0.303055	0.241558
chr1-151042603-151043801	0.0206467	0.0538244
chr1-151118735-151119933	0.0205245	0.132743
chr1-151128105-151129303	0.430598	0.683333
chr1-151137518-151138716	0.094782	0.172131
chr1-151138197-151139395	0.0401708	0.120452
chr1-151148294-151149492	0.837277	0.398671
chr1-151162436-151163634	0.173502	0.329897
chr1-151170051-151171249	0.170716	0.173482
chr1-151226179-151227377	0.296761	0.374468
chr1-151253788-151254986	0.00453487	0.0495751
chr1-151299935-151301133	0.101077	0.166061
chr1-151319529-151320727	0.138365	0.025
chr1-151345011-151346209	0.637962	0.472381
chr1-151371010-151372208	0.260774	0.328358
chr1-151431743-151432941	0.413869	0.0991736
chr1-151482873-151484071	0.0497564	0.186813
chr1-151511781-151512979	0.0421462	0.0989305
chr1-151583558-151584756	0.0320392	0.131673
chr1-151689092-151690290	0.18415	0.383495
chr1-151734445-151735643	0.161143	0.086758
chr1-151735842-151737040	0.143914	0.29331
chr1-151763694-151764892	0.0818767	0.178248
chr1-151778432-151779630	0.790725	0.344595
chr1-151804150-151805348	0.399458	0.453488
chr1-151825975-151827173	0.783576	0.562368
chr1-151882086-151883284	0.224033	0.425926
chr1-151966668-151967866	0.194435	0.271863
chr1-152009313-152010511	0.608179	0.389626
chr1-152552782-152553980	0.711349	0.56129
chr1-152572138-152573336	0.744593	0.52381
chr1-152585287-152586485	0.772894	0.478873
chr1-152595381-152596579	0.399185	0.667722
chr1-152679636-152680834	0.790264	0.487805
chr1-152729506-152730704	0.501281	0.660714
chr1-152747848-152749046	0.823571	0.614035
chr1-152768227-152769425	0.688028	0.484848
chr1-152798949-152800147	0.727703	0.75
chr1-152814344-152815542	0.659971	0.625
chr1-152880021-152881219	0.69962	0.45
chr1-152942142-152943340	0.842681	0.385714
chr1-152973223-152974421	0.623904	0.9375
chr1-153002678-153003876	0.624722	0.857143
chr1-153174919-153176117	0.756738	0.388889
chr1-153189060-153190258	0.760987	0.44186
chr1-153282996-153284194	0.75189	0.571429
chr1-153320824-153322022	0.600535	0.807229
chr1-153329330-153330528	0.421011	0.353846
chr1-153412227-153413425	0.738544	0.378151
chr1-153508522-153509720	0.0689436	0.044586
chr1-153514043-153515241	0.724747	0.572222
chr1-153518163-153519361	0.59596	0.518519
chr1-153521650-153522848	0.5333	0.53012
chr1-153538143-153539341	0.11726	0.293333
chr1-153581615-153582813	0.375731	0.391837
chr1-153589264-153590462	0.64023	0.5
chr1-153599873-153601071	0.346116	0.384937
chr1-153605525-153606723	0.176073	0.162275
chr1-153606370-153607568	0.0387186	0.134328
chr1-153630130-153631328	0.287736	0.343558
chr1-153643326-153644524	0.0109624	0.0568928
chr1-153650113-153651311	0.0282515	0.157522
chr1-153699543-153700741	0.265778	0.331522
chr1-153746768-153747966	0.168648	0.162325
chr1-153895253-153896451	0.0031033	0.0298954
chr1-153918974-153920172	0.0837883	0.08
chr1-153930903-153932101	0.0864844	0.0688406
chr1-153935753-153936951	0.0150419	0.0723473
chr1-153939379-153940577	0.00847761	0.0619236
chr1-153949966-153951164	0.0782267	0.114583
chr1-153958630-153959828	0.118821	0.299349
chr1-153962235-153963433	0.401809	0.196291
